i 1 2 3 4 5 6 7 8 9 10 11 12
0 0.9532853453165367 0.9532308897360877 0.9546567335074095 0.9549305905814478 0.9471376752738385 0.9539849567584934 0.9545057810862824 0.9541118187865344 0.9457999783014671 0.9466005348646864 0.9483853442235195 0.9485416133477992
100 0.9482394446299572 0.9413528061643626 0.9429401010712545 0.9541793236195197 0.9142134274248694 0.925436543798179 0.941186705961007 0.9388725292901576 0.8938541498264477 0.906448427864913 0.9152216439423375 0.9173769394808311
200 0.942404911500824 0.9340317044082178 0.9426718351154879 0.9525618422192187 0.9078507166253899 0.918185553435198 0.9267682515800363 0.9220712225121234 0.8778876638206224 0.8891094765463666 0.8874663481196111 0.9070616252410129
300 0.9391507011557749 0.9368990931794074 0.9442437955286656 0.9525066798574006 0.8952940611241412 0.9171996779982915 0.914235397285197 0.9141229544410685 0.8691936393584444 0.877917170192394 0.8780410243468465 0.8939251038925348
400 0.9402657193659464 0.937851518217048 0.9440521631855545 0.9523507339275996 0.8931390169919683 0.9129307270610532 0.9081640897541204 0.908562774462773 0.8688860609491545 0.8734531620942522 0.8728436724145756 0.8933050836279106
500 0.9393096740212582 0.9376671946325097 0.9444133577903243 0.9493133710957901 0.8951956717473779 0.9104092350993334 0.9111877757087088 0.9105083738999078 0.8649039810436865 0.8719295680644854 0.8744729223621078 0.8897858710456888
600 0.9368939562182718 0.9351568282406219 0.944089331056937 0.9489040969540911 0.8944012199211464 0.9082891009924188 0.9074956759741724 0.9091665063645532 0.8661453511792394 0.8699625662525861 0.8757234741862758 0.8869752646843514
700 0.9375445067543038 0.9346403924429246 0.9399387632671602 0.9492457797043428 0.8930120468353028 0.9062675967238816 0.9069628619625674 0.9074598029426301 0.8693280421250887 0.8668528667280768 0.8769675658117524 0.88745956294443
800 0.9372203038138683 0.9341394360535005 0.9386725011056517 0.9484724304318672 0.8920563783697617 0.9048721819134429 0.90505589394805 0.9076437369030527 0.870215438993973 0.8656734455034001 0.8734041007737422 0.8845614070175671
900 0.93742373724662 0.9330965372502404 0.9400604481945345 0.9465298217792347 0.8924639934104138 0.9044946428041081 0.9064135430450747 0.9070907357997566 0.8689378759576409 0.8663474717449734 0.8737189334060277 0.885912245238414
1000 0.9381241900113251 0.9320875750932612 0.9412013926363165 0.9455226328405137 0.8927762703870812 0.9022712185806183 0.9072576635373862 0.907896331812765 0.8718750441450515 0.8659313150719591 0.8728192736263903 0.8878100119235159
1100 0.9386158139666974 0.9317802086780695 0.9418171939992339 0.9456540716192589 0.8935022932898581 0.900509824740294 0.9057610525784482 0.9077692921003414 0.8720826300788802 0.8662016424429478 0.8727518368259223 0.885827290028672
1200 0.9396110229073968 0.9322579419977294 0.9420491332854627 0.9444496841736023 0.8927026775918779 0.9010503659054392 0.9062421151379765 0.9072679358093833 0.8705660401692777 0.8638125550695567 0.8739991296741333 0.885862915434777
1300 0.939442875230138 0.9309199447017042 0.9420167982283827 0.9434025642240794 0.8933477581119655 0.9001389154575493 0.9044055704062803 0.9063205022385172 0.8687367356519882 0.863703507470947 0.8728687122804967 0.886937307516027
1400 0.9400876333810091 0.9316307976714835 0.9416029426023426 0.9426852066830977 0.8949041663200833 0.8992894396337862 0.9042041201592056 0.9054848347169323 0.8675254940837263 0.8643121323341915 0.8708299024380969 0.885821423902435
1500 0.9401808635952917 0.9320986231297028 0.9412775077720198 0.9428554649300316 0.895681808108999 0.8996372117442313 0.9031045450354181 0.9064450482976377 0.8656457204421015 0.8655699459755588 0.8702056953395642 0.8858865731381883
1600 0.9405465165572974 0.9329944752919136 0.9415012004129767 0.9430126951168247 0.8949005912022754 0.8986583913143548 0.9021333458770623 0.9069401131981638 0.8638798010721578 0.8651664338417036 0.8702848113501943 0.884797093041913
1700 0.9408108733137099 0.9324634171921045 0.9412614679878192 0.9435854935549556 0.8956130868428955 0.8976487581258418 0.9019801461615173 0.9072380446091571 0.8631094624124522 0.8659752951993895 0.8703647911079644 0.8844399344704093
1800 0.9402768472311485 0.9321117149735142 0.9417179073940766 0.9441728030301602 0.8944164379856234 0.8978621360827859 0.9014423480101189 0.9076049242552854 0.8622781024867777 0.8657712160302912 0.8701745156331415 0.884993411289593
1900 0.9401800504387716 0.9321397472704767 0.941697578330269 0.9445829878526425 0.8946976986142993 0.8983482656475872 0.9021660552759734 0.9066711332872549 0.8627503945596864 0.8648675692480158 0.8688768016364473 0.8852515830812493
2000 0.9401755388508897 0.9315852445221124 0.9403464030093776 0.9436116227890694 0.8948701326323415 0.8973415259471202 0.9006651916418393 0.9057046104698824 0.8640617743981334 0.8644024469891227 0.8696832041274735 0.885771482421883
2100 0.9396774581930931 0.9311828539926471 0.9398718190376169 0.9429647723126454 0.8946577897899257 0.8977454743587049 0.9003977032583697 0.9051701048328935 0.8633099348974436 0.8631977563743208 0.86980384836678 0.8853883442647086
2200 0.939705223348041 0.9319245631103379 0.939242106838223 0.9427827183793341 0.8951490134542043 0.8978321417637445 0.8998914355351394 0.9047671197827909 0.8631663720718962 0.8634846618984595 0.8697909923009611 0.8842570983708141
